ID;start;end;code;group;text;code2;R;G;B
1523;3243,060395;3263,060395;Kans NEC;Betrokken;gAAAAABYrzOVCAPWz7BpsibFppmWT1NcKxCbIC1Rgk91IuaanqRQcr7mtxHw1e-U-5AVdLQ0hSdduk1pxjOYatAN6Osgk_YBLg==;;;;
1523;3243,060395;3263,060395;Kans NEC;Betrokken;gAAAAABYrzOVAH_k5uIMgQIUdh3oS5v_kfeXPxh5ovl2mQqbsKnen1GIQ0d6IE7-MxWYx4DR4SK5nM5fXiyOagW8VAVCyswk8Q==;;;;
1523;3243,060395;3263,060395;Kans NEC;Betrokken;c444e99f03fd4b4391b1705b6255b64f;;;;
1523;3243,060395;3263,060395;Kans NEC;Betrokken;gAAAAABYrzOVCAPWz7BpsibFppmWT1NcKxCbIC1Rgk91IuaanqRQcr7mtxHw1e-U-5AVdLQ0hSdduk1pxjOYatAN6Osgk_YBLg==;;;;
1523;3243,060395;3263,060395;Kans NEC;;Goal;;;;
1524;3243,692465;3263,692465;Goal NEC;Betrokken;gAAAAABYrzOVAH_k5uIMgQIUdh3oS5v_kfeXPxh5ovl2mQqbsKnen1GIQ0d6IE7-MxWYx4DR4SK5nM5fXiyOagW8VAVCyswk8Q==;;;;
1524;3243,692465;3263,692465;Goal NEC;Betrokken;c444e99f03fd4b4391b1705b6255b64f;;;;
1524;3243,692465;3263,692465;Goal NEC;Betrokken;gAAAAABYrzOVCAPWz7BpsibFppmWT1NcKxCbIC1Rgk91IuaanqRQcr7mtxHw1e-U-5AVdLQ0hSdduk1pxjOYatAN6Osgk_YBLg==;;;;
1524;3243,692465;3263,692465;Goal NEC;;Goal;;;;
1525;3244,255786;3249,935761;L4 NEC;Naar speler;gAAAAABYrzOVAH_k5uIMgQIUdh3oS5v_kfeXPxh5ovl2mQqbsKnen1GIQ0d6IE7-MxWYx4DR4SK5nM5fXiyOagW8VAVCyswk8Q==;;;;
1525;3244,255786;3249,935761;L4 NEC;Van speler;gAAAAABYrzOVCAPWz7BpsibFppmWT1NcKxCbIC1Rgk91IuaanqRQcr7mtxHw1e-U-5AVdLQ0hSdduk1pxjOYatAN6Osgk_YBLg==;;;;
1525;3244,255786;3249,935761;L4 NEC;Naar zone;M4 NEC;;;;
1526;3246,935761;3263,812292;M4 NEC;Naar speler;gAAAAABYrzOVpwR4hkBRLRWokYEEu0m9qFQAssyS37xKGhlicvfYTrDj38_DYpmlTDAoSTQJL7z6RI2a8qLkKhuDpQ8UhpOSug==;;;;
1526;3246,935761;3263,812292;M4 NEC;Van speler;gAAAAABYrzOVAH_k5uIMgQIUdh3oS5v_kfeXPxh5ovl2mQqbsKnen1GIQ0d6IE7-MxWYx4DR4SK5nM5fXiyOagW8VAVCyswk8Q==;;;;
1526;3246,935761;3263,812292;M4 NEC;;Kans;;;;
1526;3246,935761;3263,812292;M4 NEC;Betrokken;gAAAAABYrzOVAH_k5uIMgQIUdh3oS5v_kfeXPxh5ovl2mQqbsKnen1GIQ0d6IE7-MxWYx4DR4SK5nM5fXiyOagW8VAVCyswk8Q==;;;;
1526;3246,935761;3263,812292;M4 NEC;Betrokken;c444e99f03fd4b4391b1705b6255b64f;;;;
1526;3246,935761;3263,812292;M4 NEC;Betrokken;gAAAAABYrzOVCAPWz7BpsibFppmWT1NcKxCbIC1Rgk91IuaanqRQcr7mtxHw1e-U-5AVdLQ0hSdduk1pxjOYatAN6Osgk_YBLg==;;;;
1526;3246,935761;3263,812292;M4 NEC;Betrokken;gAAAAABYrzOVAH_k5uIMgQIUdh3oS5v_kfeXPxh5ovl2mQqbsKnen1GIQ0d6IE7-MxWYx4DR4SK5nM5fXiyOagW8VAVCyswk8Q==;;;;
1526;3246,935761;3263,812292;M4 NEC;Betrokken;c444e99f03fd4b4391b1705b6255b64f;;;;
1526;3246,935761;3263,812292;M4 NEC;Betrokken;gAAAAABYrzOVCAPWz7BpsibFppmWT1NcKxCbIC1Rgk91IuaanqRQcr7mtxHw1e-U-5AVdLQ0hSdduk1pxjOYatAN6Osgk_YBLg==;;;;
1526;3246,935761;3263,812292;M4 NEC;;Goal;;;;
1527;3249,047515;3269,812292;gAAAAABYrzOVpwR4hkBRLRWokYEEu0m9qFQAssyS37xKGhlicvfYTrDj38_DYpmlTDAoSTQJL7z6RI2a8qLkKhuDpQ8UhpOSug==;Van speler;gAAAAABYrzOVAH_k5uIMgQIUdh3oS5v_kfeXPxh5ovl2mQqbsKnen1GIQ0d6IE7-MxWYx4DR4SK5nM5fXiyOagW8VAVCyswk8Q==;;;;
1527;3249,047515;3269,812292;gAAAAABYrzOVpwR4hkBRLRWokYEEu0m9qFQAssyS37xKGhlicvfYTrDj38_DYpmlTDAoSTQJL7z6RI2a8qLkKhuDpQ8UhpOSug==;;Kans;;;;
